track_name,album_name,artist_name,ms_played,date_listened,platform
Tonight,Tonight,PinkPantheress,63143,2025-04-15,ios
IN YOUR EYES,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,214453,2025-04-15,ios
TASTE,TEMPORARY HIGHS IN THE VIOLET SKIES,Snoh Aalegra,137533,2025-04-15,ios
Kitty Kat,B'Day,Beyoncé,235386,2025-04-15,ios
Pure Love,Petals For Armor,Hayley Williams,187086,2025-04-15,ios
Over Yet,Petals For Armor,Hayley Williams,214959,2025-04-15,ios
When It Rains,Riot!,Paramore,215093,2025-04-15,ios
crushcrushcrush,Riot!,Paramore,189373,2025-04-15,ios
Still into You,Paramore,Paramore,216013,2025-04-15,ios
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,193024,2025-04-15,ios
DESERT EAGLE,COWBOY CARTER,Beyoncé,72448,2025-04-15,ios
FLAMENCO,COWBOY CARTER,Beyoncé,99366,2025-04-15,ios
YA YA,COWBOY CARTER,Beyoncé,274766,2025-04-15,ios
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,296185,2025-04-15,ios
II HANDS II HEAVEN,COWBOY CARTER,Beyoncé,341312,2025-04-15,ios
RIIVERDANCE,COWBOY CARTER,Beyoncé,250999,2025-04-15,ios
II HANDS II HEAVEN,COWBOY CARTER,Beyoncé,340346,2025-04-15,ios
TYRANT,COWBOY CARTER,Beyoncé,249763,2025-04-15,ios
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,295208,2025-04-15,ios
AMEN,COWBOY CARTER,Beyoncé,145105,2025-04-15,ios
Mad (feat. Lil Wayne),A Seat at the Table,Solange,235493,2025-04-15,ios
Almeda,When I Get Home,Solange,236120,2025-04-15,ios
Down With the Clique,When I Get Home,Solange,221431,2025-04-15,ios
Way to the Show,When I Get Home,Solange,78290,2025-04-15,ios
Binz,When I Get Home,Solange,111226,2025-04-15,ios
Stay Flo,When I Get Home,Solange,175706,2025-04-15,ios
Sound of Rain,When I Get Home,Solange,185960,2025-04-15,ios
Spin (feat. Victoria Monét),MEGAN,Megan Thee Stallion,187794,2025-04-16,ios
Ride,Submarine,The Marías,80015,2025-04-16,ios
Hamptons,Submarine,The Marías,187445,2025-04-16,ios
Echo,Submarine,The Marías,208466,2025-04-16,ios
Run Your Mouth,Submarine,The Marías,159025,2025-04-16,ios
Real Life,Submarine,The Marías,205984,2025-04-16,ios
Blur,Submarine,The Marías,224221,2025-04-16,ios
Paranoia,Submarine,The Marías,230803,2025-04-16,ios
Lejos de Ti,Submarine,The Marías,178530,2025-04-16,ios
Love You Anyway,Submarine,The Marías,236156,2025-04-16,ios
Ay No Puedo,Submarine,The Marías,180579,2025-04-16,ios
No One Noticed,Submarine,The Marías,235922,2025-04-16,ios
Vicious Sensitive Robot,Submarine,The Marías,193204,2025-04-16,ios
If Only,Submarine,The Marías,155245,2025-04-16,ios
Sienna,Submarine,The Marías,224840,2025-04-16,ios
Counterfeit,The Breeze Grew a Fire,Mereba,191123,2025-04-16,ios
Ever Needed,The Breeze Grew a Fire,Mereba,183638,2025-04-16,ios
Phone Me,The Breeze Grew a Fire,Mereba,170843,2025-04-16,ios
White Doves,The Breeze Grew a Fire,Mereba,140830,2025-04-16,ios
breeze grew fire,The Breeze Grew a Fire,Mereba,75364,2025-04-16,ios
Out of the Blue,The Breeze Grew a Fire,Mereba,80951,2025-04-16,ios
Starlight (my baby),The Breeze Grew a Fire,Mereba,185729,2025-04-16,ios
Meteorite,The Breeze Grew a Fire,Mereba,168936,2025-04-16,ios
Hawk,The Breeze Grew a Fire,Mereba,210401,2025-04-16,ios
Wild Sky,The Breeze Grew a Fire,Mereba,117263,2025-04-16,ios
Spirit Guiding,The Breeze Grew a Fire,Mereba,196705,2025-04-16,ios
Heart of a Child,The Breeze Grew a Fire,Mereba,228494,2025-04-16,ios
Sanctuary,The Breeze Grew a Fire,Mereba,237333,2025-04-16,ios
Counterfeit,The Breeze Grew a Fire,Mereba,191123,2025-04-16,ios
Ever Needed,The Breeze Grew a Fire,Mereba,183615,2025-04-16,ios
Starlight (my baby),The Breeze Grew a Fire,Mereba,186693,2025-04-16,ios
Meteorite,The Breeze Grew a Fire,Mereba,169906,2025-04-16,ios
Love You Anyway,Submarine,The Marías,237133,2025-04-16,ios
Number One,In My Mind,Pharrell Williams,236573,2025-04-16,ios
YA YA,COWBOY CARTER,Beyoncé,274766,2025-04-17,ios
DESERT EAGLE,COWBOY CARTER,Beyoncé,72448,2025-04-17,ios
FLAMENCO,COWBOY CARTER,Beyoncé,100364,2025-04-17,ios
SPAGHETTII,COWBOY CARTER,Beyoncé,158477,2025-04-17,ios
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,296185,2025-04-17,ios
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,200737,2025-04-17,ios
BODYGUARD,COWBOY CARTER,Beyoncé,240254,2025-04-17,ios
Pitch the Baby,Heaven or Las Vegas,Cocteau Twins,194080,2025-04-17,ios
Fifty-fifty Clown,Heaven or Las Vegas,Cocteau Twins,189222,2025-04-17,ios
Heaven or Las Vegas,Heaven or Las Vegas,Cocteau Twins,298400,2025-04-18,ios
//aguardiente y limón %ᵕ‿‿ᵕ%,Sin Miedo (del Amor y Otros Demonios) ∞,Kali Uchis,141892,2025-04-18,ios
YA YA,COWBOY CARTER,Beyoncé,278360,2025-04-19,ios
luther (with sza),GNX,Kendrick Lamar,177598,2025-04-20,ios
gloria (with sza),GNX,Kendrick Lamar,287522,2025-04-20,ios
30 For 30 (with Kendrick Lamar),SOS Deluxe: LANA,SZA,278276,2025-04-20,ios
tv off (feat. lefty gunplay),GNX,Kendrick Lamar,220690,2025-04-20,ios
Doves In The Wind (feat. Kendrick Lamar),Ctrl,SZA,266080,2025-04-20,ios
squabble up,GNX,Kendrick Lamar,157992,2025-04-20,ios
Saturn,Saturn,SZA,186191,2025-04-20,ios
Love Me 4 Me,SOS Deluxe: LANA,SZA,185749,2025-04-20,ios
My Turn,SOS Deluxe: LANA,SZA,177242,2025-04-20,ios
Drive,SOS Deluxe: LANA,SZA,185132,2025-04-20,ios
Babylon (feat. Kendrick Lamar),Z,SZA,234284,2025-04-20,ios
hey now (feat. dody6),GNX,Kendrick Lamar,217478,2025-04-20,ios
wacced out murals,GNX,Kendrick Lamar,317092,2025-04-20,ios
reincarnated,GNX,Kendrick Lamar,275740,2025-04-20,ios
heart pt. 6,GNX,Kendrick Lamar,292461,2025-04-20,ios
Swimming Pools (Drank) - Extended Version,"good kid, m.A.A.d city",Kendrick Lamar,313786,2025-04-20,ios
What Do I Do,SOS Deluxe: LANA,SZA,167448,2025-04-20,ios
Scorsese Baby Daddy,SOS Deluxe: LANA,SZA,153911,2025-04-20,ios
Snooze,SOS,SZA,201800,2025-04-20,ios
Good Days,SOS,SZA,278480,2025-04-20,ios
PRIDE.,DAMN.,Kendrick Lamar,275253,2025-04-20,ios
HUMBLE.,DAMN.,Kendrick Lamar,177000,2025-04-20,ios
Drew Barrymore,Ctrl,SZA,231400,2025-04-20,ios
The Weekend,Ctrl,SZA,272186,2025-04-20,ios
Broken Clocks,Ctrl,SZA,231253,2025-04-20,ios
man at the garden,GNX,Kendrick Lamar,233173,2025-04-20,ios
"dodger blue (feat. wallie the sensei, siete7x, roddy ricch)",GNX,Kendrick Lamar,131240,2025-04-20,ios
Alright,To Pimp A Butterfly,Kendrick Lamar,219333,2025-04-20,ios
365 featuring shygirl,365 featuring shygirl,Charli xcx,121273,2025-04-20,ios
360,BRAT,Charli xcx,133805,2025-04-20,ios
Von dutch,BRAT,Charli xcx,164284,2025-04-20,ios
Rewind,BRAT,Charli xcx,168443,2025-04-20,ios
Rewind featuring bladee,Rewind featuring bladee,Charli xcx,76328,2025-04-20,ios
Club classics,BRAT,Charli xcx,153526,2025-04-20,ios
Unlock it (Lock It) - feat. Kim Petras and Jay Park,Pop 2,Charli xcx,64333,2025-04-20,ios
Unlock it (Lock It) - feat. Kim Petras and Jay Park,Pop 2,Charli xcx,232933,2025-04-20,ios
Apple,BRAT,Charli xcx,151739,2025-04-20,ios
Spring breakers,Brat and it’s the same but there’s three more songs so it’s not,Charli xcx,142521,2025-04-20,ios
"Girl, so confusing featuring lorde",Brat and it’s completely different but also still brat,Charli xcx,205938,2025-04-20,ios
Everything is romantic,BRAT,Charli xcx,203482,2025-04-20,ios
Speed Drive,Barbie The Album,Charli xcx,117809,2025-04-20,ios
Sympathy is a knife,BRAT,Charli xcx,151125,2025-04-20,ios
Guess featuring billie eilish,Guess featuring billie eilish,Charli xcx,143330,2025-04-20,ios
365,BRAT,Charli xcx,203618,2025-04-20,ios
party 4 u,how i'm feeling now,Charli xcx,296653,2025-04-20,ios
Track 10,Pop 2,Charli xcx,326906,2025-04-20,ios
Vroom Vroom,Vroom Vroom EP,Charli xcx,193270,2025-04-20,ios
I Love It (feat. Charli XCX),I Love It (feat. Charli XCX),Icona Pop,155337,2025-04-20,ios
I might say something stupid,BRAT,Charli xcx,77554,2025-04-20,ios
B2b,BRAT,Charli xcx,178579,2025-04-20,ios
I think about it all the time,BRAT,Charli xcx,135878,2025-04-20,ios
So I,BRAT,Charli xcx,211352,2025-04-20,ios
Speechless,Dangerously In Love,Beyoncé,360493,2025-04-20,ios
Float (feat. Seun Kuti & Egypt 80),The Age of Pleasure,Janelle Monáe,238027,2025-04-20,ios
Champagne Shit,The Age of Pleasure,Janelle Monáe,142211,2025-04-20,ios
Black Sugar Beach,The Age of Pleasure,Janelle Monáe,65002,2025-04-20,ios
Phenomenal (feat. Doechii),The Age of Pleasure,Janelle Monáe,216815,2025-04-20,ios
Haute,The Age of Pleasure,Janelle Monáe,95850,2025-04-20,ios
Lipstick Lover,The Age of Pleasure,Janelle Monáe,168424,2025-04-20,ios
The Rush (feat. Nia Long & Amaarae),The Age of Pleasure,Janelle Monáe,162761,2025-04-20,ios
The French 75 (feat. Sister Nancy),The Age of Pleasure,Janelle Monáe,68827,2025-04-20,ios
Water Slide,The Age of Pleasure,Janelle Monáe,163922,2025-04-20,ios
"Know Better (feat. CKay, Seun Kuti & Egypt 80)",The Age of Pleasure,Janelle Monáe,169012,2025-04-20,ios
Paid In Pleasure,The Age of Pleasure,Janelle Monáe,105071,2025-04-20,ios
Only Have Eyes 42,The Age of Pleasure,Janelle Monáe,169061,2025-04-20,ios
A Dry Red,The Age of Pleasure,Janelle Monáe,111800,2025-04-20,ios
Float (feat. Seun Kuti & Egypt 80),The Age of Pleasure,Janelle Monáe,238027,2025-04-21,ios
Champagne Shit,The Age of Pleasure,Janelle Monáe,142211,2025-04-21,ios
Black Sugar Beach,The Age of Pleasure,Janelle Monáe,65002,2025-04-21,ios
Phenomenal (feat. Doechii),The Age of Pleasure,Janelle Monáe,216815,2025-04-21,ios
Haute,The Age of Pleasure,Janelle Monáe,95873,2025-04-21,ios
Lipstick Lover,The Age of Pleasure,Janelle Monáe,168424,2025-04-21,ios
The Rush (feat. Nia Long & Amaarae),The Age of Pleasure,Janelle Monáe,162738,2025-04-21,ios
The French 75 (feat. Sister Nancy),The Age of Pleasure,Janelle Monáe,68827,2025-04-21,ios
Water Slide,The Age of Pleasure,Janelle Monáe,163922,2025-04-21,ios
"Know Better (feat. CKay, Seun Kuti & Egypt 80)",The Age of Pleasure,Janelle Monáe,169012,2025-04-21,ios
Paid In Pleasure,The Age of Pleasure,Janelle Monáe,105048,2025-04-21,ios
Only Have Eyes 42,The Age of Pleasure,Janelle Monáe,169061,2025-04-21,ios
A Dry Red,The Age of Pleasure,Janelle Monáe,111800,2025-04-21,ios
Gonna Bleach My Eyebrows,Gonna Bleach My Eyebrows,Alemeda,134556,2025-04-21,ios
Sweet Time,Sweet Time,Raveena,251433,2025-04-21,ios
Tweety,Tweety,Raveena,232773,2025-04-21,ios
Temptation,Temptation,Raveena,248738,2025-04-21,ios
For Phoebe Still A Baby,Blue Bell Knoll,Cocteau Twins,194826,2025-04-21,ios
Where I'm From (feat. Mereba),HYPNOS,Ravyn Lenae,224933,2025-04-21,ios
Wavy (Interlude) (feat. James Fauntleroy),Ctrl,SZA,75800,2025-04-21,ios
Lose Control,Bittersweet,Amaria,181831,2025-04-21,ios
Champagne Shit,The Age of Pleasure,Janelle Monáe,143200,2025-04-21,ios
Haute,The Age of Pleasure,Janelle Monáe,96826,2025-04-21,ios
Water Slide,The Age of Pleasure,Janelle Monáe,164880,2025-04-21,ios
Float (feat. Seun Kuti & Egypt 80),The Age of Pleasure,Janelle Monáe,239013,2025-04-21,ios
Black Sugar Beach,The Age of Pleasure,Janelle Monáe,65967,2025-04-21,ios
I Like That,Dirty Computer,Janelle Monáe,200338,2025-04-21,ios
"Crazy, Classic, Life",Dirty Computer,Janelle Monáe,286626,2025-04-21,ios
I Got the Juice (feat. Pharrell Williams),Dirty Computer,Janelle Monáe,77503,2025-04-21,ios
Champagne Shit,The Age of Pleasure,Janelle Monáe,142222,2025-04-21,ios
Black Sugar Beach,The Age of Pleasure,Janelle Monáe,65967,2025-04-21,ios
Float (feat. Seun Kuti & Egypt 80),The Age of Pleasure,Janelle Monáe,239013,2025-04-21,ios
"Know Better (feat. CKay, Seun Kuti & Egypt 80)",The Age of Pleasure,Janelle Monáe,169986,2025-04-21,ios
The Rush (feat. Nia Long & Amaarae),The Age of Pleasure,Janelle Monáe,163733,2025-04-21,ios
Only Have Eyes 42,The Age of Pleasure,Janelle Monáe,170026,2025-04-21,ios
Water Slide,The Age of Pleasure,Janelle Monáe,164880,2025-04-21,ios
Destiny's Child,Loosies,Amber Mark,74536,2025-04-22,ios
Won't Cry,Loosies,Amber Mark,219322,2025-04-22,ios
City Starlight,Loosies,Amber Mark,210901,2025-04-22,ios
Sink In,Loosies,Amber Mark,135300,2025-04-22,ios
Wait So Yeah,Loosies,Amber Mark,140403,2025-04-22,ios
Stop Calling Me,Loosies,Amber Mark,150412,2025-04-22,ios
A Little More,Loosies,Amber Mark,193316,2025-04-22,ios
Stop Calling Me,Loosies,Amber Mark,150395,2025-04-22,ios
A Little More,Loosies,Amber Mark,193316,2025-04-22,ios
Sink In,Loosies,Amber Mark,135279,2025-04-22,ios
Dreams,When I Get Home,Solange,148253,2025-04-22,ios
day to day,CROSSOVER (Deluxe),Dua Saleh,177483,2025-04-22,ios
Blind,SOS,SZA,150720,2025-04-22,ios
Lucky,Where the Butterflies Go in the Rain,Raveena,226306,2025-04-22,ios
Heaven,Heaven,Clairo,233871,2025-04-22,ios
A Bird's Last Look,Out With the Old in With the Taboo,Macabre Plaza,69565,2025-04-22,ios
You Deserve This,You Deserve This,Men I Trust,184920,2025-04-22,ios
Time (is),When I Get Home,Solange,219960,2025-04-22,ios
Vicious Sensitive Robot,Submarine,The Marías,194160,2025-04-22,ios
ALLIIGATOR TEARS,COWBOY CARTER,Beyoncé,179397,2025-04-22,ios
Middle of Nowhere,Remember Me? EP from Mp,Macabre Plaza,61370,2025-04-22,ios
Sometimes,Magic 8ball,Mac Ayres,127236,2025-04-22,ios
Hold Up,Lemonade,Beyoncé,221093,2025-04-22,ios
Only If,Apollo XXI,Steve Lacy,100562,2025-04-22,ios
Finally Alone,Here Comes The Cowboy,Mac DeMarco,144756,2025-04-22,ios
I Like It,"Superclean, Vol. I",The Marías,203700,2025-04-22,ios
Mine (feat. Drake),BEYONCÉ [Platinum Edition],Beyoncé,378600,2025-04-22,ios
Real Life,Submarine,The Marías,206973,2025-04-22,ios
Always Lone,Untourable Album,Men I Trust,194011,2025-04-22,ios
Seven,Seven,Men I Trust,225394,2025-04-22,ios
Vroom Vroom,Vroom Vroom EP,Charli xcx,193270,2025-04-22,ios
Track 10,Pop 2,Charli xcx,304755,2025-04-22,ios
Unlock it (Lock It) - feat. Kim Petras and Jay Park,Pop 2,Charli xcx,232933,2025-04-22,ios
Rewind,BRAT,Charli xcx,168443,2025-04-22,ios
B2b,BRAT,Charli xcx,178579,2025-04-22,ios
I Love It (feat. Charli XCX),THIS IS... ICONA POP,Icona Pop,115835,2025-04-22,ios
Stop Calling Me,Loosies,Amber Mark,151371,2025-04-22,ios
Sink In,Loosies,Amber Mark,134988,2025-04-22,ios
That's How You Like It (feat. JAY-Z),Dangerously In Love,Beyoncé,134954,2025-04-22,ios
Tonight,Tonight,PinkPantheress,176897,2025-04-22,ios
NICE,EVERYTHING IS LOVE,The Carters,233680,2025-04-22,ios
Wat U Sed (feat. Doechii & Kal Banx),The House Is Burning,Isaiah Rashad,174912,2025-04-22,ios
GTFO,Alligator Bites Never Heal,Doechii,160824,2025-04-22,ios
SKIPP,Alligator Bites Never Heal,Doechii,100646,2025-04-22,ios
Speed Drive (From Barbie The Album),Speed Drive (From Barbie The Album),Charli xcx,117809,2025-04-22,ios
1999,1999,Charli xcx,189000,2025-04-22,ios
Spring breakers,Brat and it’s the same but there’s three more songs so it’s not,Charli xcx,142521,2025-04-22,ios
Club classics,BRAT,Charli xcx,153526,2025-04-22,ios
Talk talk,BRAT,Charli xcx,161757,2025-04-22,ios
Unlock it (Lock It) - feat. Kim Petras and Jay Park,Pop 2,Charli xcx,232933,2025-04-22,ios
Apple,BRAT,Charli xcx,102078,2025-04-22,ios
Apple,BRAT,Charli xcx,150743,2025-04-22,ios
B2b,BRAT,Charli xcx,178579,2025-04-22,ios
360,BRAT,Charli xcx,133805,2025-04-22,ios
N95,Mr. Morale & The Big Steppers,Kendrick Lamar,195950,2025-04-23,ios
family ties (with Kendrick Lamar),The Melodic Blue,Baby Keem,252262,2025-04-23,ios
LOVE. FEAT. ZACARI.,DAMN.,Kendrick Lamar,213400,2025-04-23,ios
Supermodel,Ctrl,SZA,181120,2025-04-23,ios
Crybaby,SOS Deluxe: LANA,SZA,240953,2025-04-23,ios
Kitchen,SOS Deluxe: LANA,SZA,172171,2025-04-23,ios
Diamond Boy (DTM),SOS Deluxe: LANA,SZA,217523,2025-04-23,ios
Chill Baby,SOS Deluxe: LANA,SZA,140636,2025-04-23,ios
m.A.A.d city,"good kid, m.A.A.d city",Kendrick Lamar,350120,2025-04-23,ios
Money Trees,"good kid, m.A.A.d city",Kendrick Lamar,386906,2025-04-23,ios
BMF,SOS Deluxe: LANA,SZA,180746,2025-04-23,ios
peekaboo (feat. azchike),GNX,Kendrick Lamar,155917,2025-04-23,ios
squabble up,GNX,Kendrick Lamar,157992,2025-04-23,ios
All The Stars (with SZA),Black Panther The Album Music From And Inspired By,Kendrick Lamar,232186,2025-04-23,ios
Not Like Us,Not Like Us,Kendrick Lamar,274192,2025-04-23,ios
hey now (feat. dody6),GNX,Kendrick Lamar,216502,2025-04-23,ios
reincarnated,GNX,Kendrick Lamar,275740,2025-04-23,ios
heart pt. 6,GNX,Kendrick Lamar,292461,2025-04-23,ios
Drive,SOS Deluxe: LANA,SZA,185132,2025-04-23,ios
Diamond Boy (DTM),SOS Deluxe: LANA,SZA,216247,2025-04-23,ios
365 featuring shygirl,365 featuring shygirl,Charli xcx,121273,2025-04-23,ios
360,BRAT,Charli xcx,131788,2025-04-23,ios
Club classics,BRAT,Charli xcx,153526,2025-04-23,ios
Apple,BRAT,Charli xcx,151739,2025-04-23,ios
Rewind,BRAT,Charli xcx,168443,2025-04-23,ios
Spring breakers,Brat and it’s the same but there’s three more songs so it’s not,Charli xcx,142521,2025-04-23,ios
Sympathy is a knife,BRAT,Charli xcx,151125,2025-04-23,ios
So I,BRAT,Charli xcx,211352,2025-04-23,ios
"Girl, so confusing featuring lorde",Brat and it’s completely different but also still brat,Charli xcx,205938,2025-04-23,ios
Guess featuring billie eilish,Guess featuring billie eilish,Charli xcx,143330,2025-04-23,ios
Unlock it (Lock It) - feat. Kim Petras and Jay Park,Pop 2,Charli xcx,112584,2025-04-23,ios
Spend It,What I Didn’t Tell You,Coco Jones,53568,2025-04-24,ios
peekaboo (feat. azchike),GNX,Kendrick Lamar,155917,2025-04-24,ios
hey now (feat. dody6),GNX,Kendrick Lamar,216518,2025-04-24,ios
reincarnated,GNX,Kendrick Lamar,275740,2025-04-24,ios
luther (with sza),GNX,Kendrick Lamar,177598,2025-04-24,ios
Diamond Boy (DTM),SOS Deluxe: LANA,SZA,217523,2025-04-24,ios
Kitchen,SOS Deluxe: LANA,SZA,172171,2025-04-24,ios
BMF,SOS Deluxe: LANA,SZA,81202,2025-04-24,ios
Love Galore (feat. Travis Scott),Ctrl,SZA,275080,2025-04-24,ios
DNA.,DAMN.,Kendrick Lamar,185946,2025-04-24,ios
Alright,To Pimp A Butterfly,Kendrick Lamar,210144,2025-04-24,ios
King Kunta,To Pimp A Butterfly,Kendrick Lamar,234693,2025-04-24,ios
ELEMENT.,DAMN.,Kendrick Lamar,208733,2025-04-24,ios
squabble up,GNX,Kendrick Lamar,157992,2025-04-24,ios
family ties (with Kendrick Lamar),The Melodic Blue,Baby Keem,149699,2025-04-24,ios
Doves In The Wind (feat. Kendrick Lamar),Ctrl,SZA,252261,2025-04-24,ios
Rich Baby Daddy (feat. Sexyy Red & SZA),For All The Dogs,Drake,72585,2025-04-24,ios
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,200737,2025-04-25,ios
Float (feat. Seun Kuti & Egypt 80),The Age of Pleasure,Janelle Monáe,238050,2025-04-25,ios
Champagne Shit,The Age of Pleasure,Janelle Monáe,143200,2025-04-25,ios
Black Sugar Beach,The Age of Pleasure,Janelle Monáe,52012,2025-04-25,ios
FLAMENCO,COWBOY CARTER,Beyoncé,99381,2025-04-25,ios
YA YA,COWBOY CARTER,Beyoncé,273782,2025-04-25,ios
DESERT EAGLE,COWBOY CARTER,Beyoncé,71471,2025-04-25,ios
RIIVERDANCE,COWBOY CARTER,Beyoncé,251028,2025-04-25,ios
II HANDS II HEAVEN,COWBOY CARTER,Beyoncé,341312,2025-04-25,ios
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,296185,2025-04-25,ios
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,200737,2025-04-25,ios
Unknown,En Route,Durand Bernarr,229529,2025-04-28,ios
Fist Bump (feat. Free Nationals),En Route,Durand Bernarr,210058,2025-04-28,ios
GPS,En Route,Durand Bernarr,235919,2025-04-28,ios
PIT STOP,En Route,Durand Bernarr,91012,2025-04-28,ios
Neutral,En Route,Durand Bernarr,206953,2025-04-28,ios
Must Be Nice,En Route,Durand Bernarr,224901,2025-04-28,ios
Processing...,En Route,Durand Bernarr,170501,2025-04-28,ios
ETA?,En Route,Durand Bernarr,136571,2025-04-28,ios
Unknown,En Route,Durand Bernarr,213554,2025-04-28,ios
Fist Bump (feat. Free Nationals),En Route,Durand Bernarr,210057,2025-04-28,ios
GPS,En Route,Durand Bernarr,235919,2025-04-28,ios
PIT STOP,En Route,Durand Bernarr,91012,2025-04-28,ios
Neutral,En Route,Durand Bernarr,206976,2025-04-28,ios
Must Be Nice,En Route,Durand Bernarr,224889,2025-04-28,ios
Processing...,En Route,Durand Bernarr,171460,2025-04-28,ios
Mango Butter,Wanderlust,Durand Bernarr,222457,2025-04-28,ios
Float (feat. Seun Kuti & Egypt 80),The Age of Pleasure,Janelle Monáe,238027,2025-04-28,ios
Champagne Shit,The Age of Pleasure,Janelle Monáe,142211,2025-04-28,ios
Black Sugar Beach,The Age of Pleasure,Janelle Monáe,65967,2025-04-28,ios
Water Slide,The Age of Pleasure,Janelle Monáe,164880,2025-04-28,ios
Haute,The Age of Pleasure,Janelle Monáe,96826,2025-04-28,ios
Phenomenal (feat. Doechii),The Age of Pleasure,Janelle Monáe,217792,2025-04-28,ios
Stateside,Stateside,PinkPantheress,168040,2025-04-28,ios
Diamond Boy (DTM),SOS Deluxe: LANA,SZA,217523,2025-04-28,ios
Timeless (feat Playboi Carti),Hurry Up Tomorrow,The Weeknd,256000,2025-04-28,ios
AMERIICAN REQUIEM,COWBOY CARTER,Beyoncé,324127,2025-04-28,ios
BLACKBIIRD,COWBOY CARTER,Beyoncé,130979,2025-04-28,ios
16 CARRIAGES,COWBOY CARTER,Beyoncé,226283,2025-04-28,ios
PROTECTOR,COWBOY CARTER,Beyoncé,183423,2025-04-28,ios
MY ROSE,COWBOY CARTER,Beyoncé,52475,2025-04-28,ios
TEXAS HOLD 'EM,COWBOY CARTER,Beyoncé,232477,2025-04-28,ios
BODYGUARD,COWBOY CARTER,Beyoncé,239300,2025-04-28,ios
JOLENE,COWBOY CARTER,Beyoncé,188653,2025-04-28,ios
DAUGHTER,COWBOY CARTER,Beyoncé,202886,2025-04-28,ios
SPAGHETTII,COWBOY CARTER,Beyoncé,157511,2025-04-28,ios
ALLIIGATOR TEARS,COWBOY CARTER,Beyoncé,178431,2025-04-28,ios
II MOST WANTED,COWBOY CARTER,Beyoncé,207539,2025-04-28,ios
LEVII'S JEANS,COWBOY CARTER,Beyoncé,256713,2025-04-28,ios
FLAMENCO,COWBOY CARTER,Beyoncé,99394,2025-04-28,ios
YA YA,COWBOY CARTER,Beyoncé,273772,2025-04-28,ios
OH LOUISIANA,COWBOY CARTER,Beyoncé,51227,2025-04-28,ios
DESERT EAGLE,COWBOY CARTER,Beyoncé,71455,2025-04-28,ios
RIIVERDANCE,COWBOY CARTER,Beyoncé,250989,2025-04-28,ios
II HANDS II HEAVEN,COWBOY CARTER,Beyoncé,340313,2025-04-28,ios
TYRANT,COWBOY CARTER,Beyoncé,249753,2025-04-28,ios
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,295244,2025-04-28,ios
AMEN,COWBOY CARTER,Beyoncé,145105,2025-04-28,ios
Processing...,En Route,Durand Bernarr,171460,2025-04-28,ios
Unknown,En Route,Durand Bernarr,230517,2025-04-28,ios
Neutral,En Route,Durand Bernarr,206964,2025-04-28,ios
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,296185,2025-04-28,ios
DESERT EAGLE,COWBOY CARTER,Beyoncé,72448,2025-04-28,ios
YA YA,COWBOY CARTER,Beyoncé,273786,2025-04-28,ios
DESERT EAGLE,COWBOY CARTER,Beyoncé,72448,2025-04-28,ios
BODYGUARD,COWBOY CARTER,Beyoncé,240254,2025-04-28,ios
RIIVERDANCE,COWBOY CARTER,Beyoncé,251006,2025-04-28,ios
II HANDS II HEAVEN,COWBOY CARTER,Beyoncé,340330,2025-04-28,ios
FLAMENCO,COWBOY CARTER,Beyoncé,100364,2025-04-28,ios
TEXAS HOLD 'EM (PONY UP) REMIX,TEXAS HOLD 'EM (PONY UP) REMIX,Beyoncé,200737,2025-04-28,ios
SWEET ★ HONEY ★ BUCKIIN',COWBOY CARTER,Beyoncé,182276,2025-04-28,ios
AMEN,COWBOY CARTER,Beyoncé,145105,2025-04-28,ios
Processing...,En Route,Durand Bernarr,171460,2025-04-28,ios
Neutral,En Route,Durand Bernarr,207947,2025-04-28,ios
PIT STOP,En Route,Durand Bernarr,91994,2025-04-28,ios
Must Be Nice,En Route,Durand Bernarr,194069,2025-04-29,ios
peekaboo (feat. azchike),GNX,Kendrick Lamar,155917,2025-04-29,ios
Fist Bump (feat. Free Nationals),En Route,Durand Bernarr,211051,2025-04-29,ios
reincarnated,GNX,Kendrick Lamar,275740,2025-04-29,ios
Float (feat. Seun Kuti & Egypt 80),The Age of Pleasure,Janelle Monáe,238027,2025-04-29,ios
Champagne Shit,The Age of Pleasure,Janelle Monáe,143200,2025-04-29,ios
Water Slide,The Age of Pleasure,Janelle Monáe,164880,2025-04-29,ios
Haute,The Age of Pleasure,Janelle Monáe,96826,2025-04-29,ios
"Know Better (feat. CKay, Seun Kuti & Egypt 80)",The Age of Pleasure,Janelle Monáe,169986,2025-04-29,ios
